Province_State,Country_Region,Lat,Long,Date,Population,Confirmed,Deaths,Combined_Key,ConfirmedNew,DeathsNew,ConfirmedNewMean,DeathsNewMean
Hawaii,US,19.58726775,-155.42688965312746,2020-01-22,283785111,1,0,"Hawaii, US",,,,
Hawaii,US,19.58726775,-155.42688965312746,2020-01-23,283785111,1,0,"Hawaii, US",0.0,0.0,,
Hawaii,US,19.58726775,-155.42688965312746,2020-01-24,283785111,2,0,"Hawaii, US",1.0,0.0,,
Hawaii,US,19.58726775,-155.42688965312746,2020-01-25,283785111,2,0,"Hawaii, US",0.0,0.0,,
Hawaii,US,19.58726775,-155.42688965312746,2020-01-26,283785111,3,0,"Hawaii, US",1.0,0.0,,
Hawaii,US,19.58726775,-155.42688965312746,2020-01-27,283785111,3,0,"Hawaii, US",0.0,0.0,,
Hawaii,US,19.58726775,-155.42688965312746,2020-01-28,283785111,3,0,"Hawaii, US",0.0,0.0,,
Hawaii,US,19.58726775,-155.42688965312746,2020-01-29,283785111,3,0,"Hawaii, US",0.0,0.0,0.2857142857142857,0.0
Hawaii,US,19.58726775,-155.42688965312746,2020-01-30,283785111,3,0,"Hawaii, US",0.0,0.0,0.2857142857142857,0.0
Hawaii,US,19.58726775,-155.42688965312746,2020-01-31,283785111,5,0,"Hawaii, US",2.0,0.0,0.42857142857142855,0.0
Hawaii,US,19.58726775,-155.42688965312746,2020-02-01,283785111,5,0,"Hawaii, US",0.0,0.0,0.42857142857142855,0.0
Hawaii,US,19.58726775,-155.42688965312746,2020-02-02,283785111,5,0,"Hawaii, US",0.0,0.0,0.2857142857142857,0.0
Hawaii,US,19.58726775,-155.42688965312746,2020-02-03,283785111,8,0,"Hawaii, US",3.0,0.0,0.7142857142857143,0.0
Hawaii,US,19.58726775,-155.42688965312746,2020-02-04,283785111,8,0,"Hawaii, US",0.0,0.0,0.7142857142857143,0.0
Hawaii,US,19.58726775,-155.42688965312746,2020-02-05,283785111,8,0,"Hawaii, US",0.0,0.0,0.7142857142857143,0.0
Hawaii,US,19.58726775,-155.42688965312746,2020-02-06,283785111,9,0,"Hawaii, US",1.0,0.0,0.8571428571428571,0.0
Hawaii,US,19.58726775,-155.42688965312746,2020-02-07,283785111,9,0,"Hawaii, US",0.0,0.0,0.5714285714285714,0.0
Hawaii,US,19.58726775,-155.42688965312746,2020-02-08,283785111,9,0,"Hawaii, US",0.0,0.0,0.5714285714285714,0.0
Hawaii,US,19.58726775,-155.42688965312746,2020-02-09,283785111,9,0,"Hawaii, US",0.0,0.0,0.5714285714285714,0.0
Hawaii,US,19.58726775,-155.42688965312746,2020-02-10,283785111,9,0,"Hawaii, US",0.0,0.0,0.14285714285714285,0.0
Hawaii,US,19.58726775,-155.42688965312746,2020-02-11,283785111,9,0,"Hawaii, US",0.0,0.0,0.14285714285714285,0.0
Hawaii,US,19.58726775,-155.42688965312746,2020-02-12,283785111,9,0,"Hawaii, US",0.0,0.0,0.14285714285714285,0.0
Hawaii,US,19.58726775,-155.42688965312746,2020-02-13,283785111,9,0,"Hawaii, US",0.0,0.0,0.0,0.0
Hawaii,US,19.58726775,-155.42688965312746,2020-02-14,283785111,9,0,"Hawaii, US",0.0,0.0,0.0,0.0
Hawaii,US,19.58726775,-155.42688965312746,2020-02-15,283785111,9,0,"Hawaii, US",0.0,0.0,0.0,0.0
Hawaii,US,19.58726775,-155.42688965312746,2020-02-16,283785111,9,0,"Hawaii, US",0.0,0.0,0.0,0.0
Hawaii,US,19.58726775,-155.42688965312746,2020-02-17,283785111,9,0,"Hawaii, US",0.0,0.0,0.0,0.0
Hawaii,US,19.58726775,-155.42688965312746,2020-02-18,283785111,9,0,"Hawaii, US",0.0,0.0,0.0,0.0
Hawaii,US,19.58726775,-155.42688965312746,2020-02-19,283785111,9,0,"Hawaii, US",0.0,0.0,0.0,0.0
Hawaii,US,19.58726775,-155.42688965312746,2020-02-20,283785111,9,0,"Hawaii, US",0.0,0.0,0.0,0.0
Hawaii,US,19.58726775,-155.42688965312746,2020-02-21,283785111,10,0,"Hawaii, US",1.0,0.0,0.14285714285714285,0.0
Hawaii,US,19.58726775,-155.42688965312746,2020-02-22,283785111,10,0,"Hawaii, US",0.0,0.0,0.14285714285714285,0.0
Hawaii,US,19.58726775,-155.42688965312746,2020-02-23,283785111,10,0,"Hawaii, US",0.0,0.0,0.14285714285714285,0.0
Hawaii,US,19.58726775,-155.42688965312746,2020-02-24,283785111,10,0,"Hawaii, US",0.0,0.0,0.14285714285714285,0.0
Hawaii,US,19.58726775,-155.42688965312746,2020-02-25,283785111,10,0,"Hawaii, US",0.0,0.0,0.14285714285714285,0.0
Hawaii,US,19.58726775,-155.42688965312746,2020-02-26,283785111,10,0,"Hawaii, US",0.0,0.0,0.14285714285714285,0.0
Hawaii,US,19.58726775,-155.42688965312746,2020-02-27,283785111,10,0,"Hawaii, US",0.0,0.0,0.14285714285714285,0.0
Hawaii,US,19.58726775,-155.42688965312746,2020-02-28,283785111,10,0,"Hawaii, US",0.0,0.0,0.0,0.0
Hawaii,US,19.58726775,-155.42688965312746,2020-02-29,283785111,18,1,"Hawaii, US",8.0,1.0,1.1428571428571428,0.14285714285714285
Hawaii,US,19.58726775,-155.42688965312746,2020-03-01,283785111,25,1,"Hawaii, US",7.0,0.0,2.142857142857143,0.14285714285714285
Hawaii,US,19.58726775,-155.42688965312746,2020-03-02,283785111,45,6,"Hawaii, US",20.0,5.0,5.0,0.8571428571428571
Hawaii,US,19.58726775,-155.42688965312746,2020-03-03,283785111,63,7,"Hawaii, US",18.0,1.0,7.571428571428571,1.0
Hawaii,US,19.58726775,-155.42688965312746,2020-03-04,283785111,87,10,"Hawaii, US",24.0,3.0,11.0,1.4285714285714286
Hawaii,US,19.58726775,-155.42688965312746,2020-03-05,283785111,155,11,"Hawaii, US",68.0,1.0,20.714285714285715,1.5714285714285714
Hawaii,US,19.58726775,-155.42688965312746,2020-03-06,283785111,194,13,"Hawaii, US",39.0,2.0,26.285714285714285,1.8571428571428572
